Name,Type,Location,Ratings,Reviews,Menu_Price,Pax,Rooms,Amenities
Magnum Opus,Banquet Halls,"Pimple Saudagar, Pune ",,,₹599per plate,150-250,,+2 more
"Gulmohor Banquet Hall, Sinhagad Road","Banquet Halls, Venues With Rooms","Narhe, Pune ",,6 reviews,₹400per plate,1200-1800,6,+3 more
Hotel Ayushmaan Grand,"Banquet Halls, 3 Star Hotels with Banquets","Chinhat, Lucknow ",,,₹800per plate,150-250,24,+3 more
Fusion Flavour Restaurant,Banquet Halls,"Vikas Nagar, Lucknow ",,1 review,₹750per plate,150-200,,+2 more
Gayatri Palace,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,,,₹550per plate,100-150,18,+3 more
D'Horizon Restro & Lounge,"Banquet Halls, Small Function / Party Halls","Aliganj, Lucknow ",,,₹600per plate,100-150,,+2 more
Chandra Guest House,"Banquet Halls, Marriage Garden / Lawns","Alambagh, Lucknow ",,,Price on Request,100-350,,+2 more
Sunshine Marriage Hall,Banquet Halls,"Vikas Nagar, Lucknow ",,,₹400per plate,225-350,,+2 more
Rk Palace,Banquet Halls,Lucknow ,,,Price on Request,250-300,,+2 more
Raghuveer Kripa Banquet,Banquet Halls,Lucknow ,,,₹300per plate,180-300,,+2 more
Kabir Vatika,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,Price on Request,180-1200,,+2 more
Chauhan Palace,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹600per plate,200-500,,+2 more
Capoor & Sons,Small Function / Party Halls,"Hazratganj, Lucknow ",,,₹500per plate,60-100,,+2 more
MGA Lawn,Banquet Halls,"Indira Nagar, Lucknow ",,,₹500per plate,200-300,,+2 more
Zero Degree Lounge & Disco,"Party Restaurants / Lounge Bars, Small Function / Party Halls","Gomti Nagar, Lucknow ",,,₹550per plate,35-60,,+2 more
Batham Palace,"Banquet Halls, Convention / Function Halls","Rajajipuram, Lucknow ",,,₹300per plate,360-600,,+2 more
Novotel Lucknow Gomti Nagar,"4 Star & Above Wedding Hotels, Banquet Halls","Gomti Nagar, Lucknow ",4.7,3 reviews,"₹2,500per plate",100-250,106,+3 more
Kritika Lawn & Banquet,"Banquet Halls, Marriage Garden / Lawns","Vrindavan Colony, Lucknow ",,,₹899per plate,250-800,,+2 more
Diamond Palace,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹800per plate,100-800,30,+3 more
Hotel Sai Deep Farm House,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,Price on Request,350-400,,+2 more
K. K. Palace,"Banquet Halls, Marriage Garden / Lawns","Alambagh, Lucknow ",,,₹800per plate,120-600,,+2 more
Sanborn Restaurant,Banquet Halls,"Gomti Nagar, Lucknow ",,,₹400per plate,170-250,,+2 more
Baagwan Marriage Garden,Marriage Garden / Lawns,"Gopalpura, Jaipur ",5.0,1 review,₹350per plate,800-1200,,+2 more
Hotel S-57,"Banquet Halls, Marriage Garden / Lawns","JLN Marg, Jaipur ",,,₹450per plate,,,+2 more
Hotel Golden Manor,"Banquet Halls, 3 Star Hotels with Banquets","Bani Park, Jaipur ",,,"₹1,200per plate",100-150,43,+3 more
Kesar Bagh Marriage Garden,Marriage Garden / Lawns,"Khatipura, Jaipur ",5.0,1 review,₹400per plate,1000-1500,,+3 more
Jaipur Exhibition & Convention Centre,"Banquet Halls, Marriage Garden / Lawns","Sitapura, Jaipur ",,,"₹5,50,000per function",,,+2 more
Tiwari Marriage Garden,Marriage Garden / Lawns,"Sindhi Camp, Jaipur ",,,₹400per plate,1200-1500,,+2 more
Shri Balaji Bagh Marriage Garden,Marriage Garden / Lawns,Jaipur ,,,₹500per plate,1000-1500,,+2 more
Moti Sarovar Vivah Sthal,Marriage Garden / Lawns,"New Sanganer Road Mansarover, Jaipur ",,,₹650per plate,350-700,,+2 more
Rani Bagh Marriage Garden,"Banquet Halls, Marriage Garden / Lawns","Jhotwara, Jaipur ",,1 review,"₹1,00,000per function",250-1800,,+3 more
Murliwala Wedding Garden,"Banquet Halls, Marriage Garden / Lawns","Gandhi Path, Jaipur ",,,₹500per plate,130-1500,,+2 more
RK Paradise,"Banquet Halls, Marriage Garden / Lawns","Gandhi Path, Jaipur ",,,₹500per plate,100-1500,,+2 more
Utsav Marriage Hall,"Banquet Halls, 3 Star Hotels with Banquets","Vidhyadhar Nagar, Jaipur ",4.8,2 reviews,₹800per plate,700-1050,50,+3 more
Rajasthan Jat Samaj Sansthan,"Banquet Halls, Marriage Garden / Lawns","Vidhyadhar Nagar, Jaipur ",,,₹400per plate,200-1200,,+2 more
Pisto Inn,"Banquet Halls, Venues With Rooms",Jaipur ,,,Price on Request,70-100,18,+3 more
Shyam Sunder Paradise,Marriage Garden / Lawns,Jaipur ,,,₹600per plate,2100-2500,,+2 more
Hotel Signature Prime,"Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,,,₹750per plate,200-250,20,+3 more
Gokul Bagh Resort and Garden,Marriage Garden / Lawns,"Sikar Road, Jaipur ",5.0,1 review,₹550per plate,400-600,,+2 more
Kafka,Small Function / Party Halls,"Bapu Nagar, Jaipur ",,,₹700per plate,30-120,,+1 more
Chandra Mahal Garden,"Marriage Garden / Lawns, 3 Star Hotels with Banquets",Jaipur ,4.8,9 reviews,₹700per plate,150-2000,48,+3 more
Rameshwaram Garden,"Banquet Halls, Marriage Garden / Lawns","Sikar Road, Jaipur ",,1 review,₹600per plate,300-3000,,+2 more
Petals Banquet Hall,"Banquet Halls, Convention / Function Halls","Naraina, Delhi NCR ",,,₹990per plate,250-500,,+2 more
Elegance Luxury Farmstay Farmhouse Aravali,Marriage Garden / Lawns,Delhi NCR ,,,"₹50,000per function",500-700,5,+4 more
Hotel Golden Tree,"Banquet Halls, Small Function / Party Halls","New Industrial Town, Delhi NCR ",5.0,1 review,800per plate,70-100,7,+3 more
Mithas Forever,"Banquet Halls, Marriage Garden / Lawns",Delhi NCR ,5.0,4 reviews,Price on Request,200-1500,,+2 more
Ashira Inn,"Banquet Halls, 3 Star Hotels with Banquets",Delhi NCR ,,,₹450per plate,30-50,15,+4 more
Meelu Garden,"Banquet Halls, Marriage Garden / Lawns","Badarpur, Delhi NCR ",,,"₹51,000per function",,,+2 more
Myra Greens,"Banquet Halls, Marriage Garden / Lawns","Ankheer, Delhi NCR ",,2 reviews,Rental Only,600-1500,,+2 more
Sundaram Palace,Banquet Halls,"Yamuna Vihar, Delhi NCR ",5.0,1 review,"₹1,000per plate",300-400,,+2 more
Skylis,Marriage Garden / Lawns,Delhi NCR ,,,"₹1,500per plate",250-300,3,+3 more
Hotel Swaran Palace,"3 Star Hotels with Banquets, Destination Wedding Venues","Karol Bagh, Delhi NCR ",5.0,1 review,₹650per plate,650-700,42,+3 more
Elegance Aravali Farm,"Marriage Garden / Lawns, Wedding Farmhouses","Gurgaon, Delhi NCR ",5.0,1 review,"₹25,000per function",600-1000,4,+4 more
Amaanta,"Banquet Halls, Marriage Garden / Lawns","Kapashera, Delhi NCR ",4.8,20 reviews,"₹2,200per plate",200-1200,3,+4 more
Nikhil Garden,Marriage Garden / Lawns,"Gurgaon, Delhi NCR ",5.0,1 review,"₹1,000per plate",,,+1 more
Krishna Villa Faridabad,"Banquet Halls, Venues With Rooms","Chhota Anangpur, Delhi NCR ",5.0,2 reviews,"₹1,400per plate",200-300,2,+3 more
Limon Hotel And Banquet,"Banquet Halls, 3 Star Hotels with Banquets",Delhi NCR ,,,"₹1,000per plate",40-150,40,+4 more
Hotel S & B East Inn,"Banquet Halls, 3 Star Hotels with Banquets",Delhi NCR ,,,₹600per plate,70-80,24,+3 more
Krishna Garden,Marriage Garden / Lawns,"Faridabad, Delhi NCR ",5.0,1 review,"₹1,000per plate",800-1000,,+2 more
Haryana Maitri Bhawan,"Banquet Halls, 3 Star Hotels with Banquets","North Delhi, Delhi NCR ",5.0,1 review,"₹80,000per function",180-200,15,+4 more
Iris Park Hotel,"3 Star Hotels with Banquets, Destination Wedding Venues","Sarfdarjung, Delhi NCR ",,,₹900per plate,900-1000,60,+3 more
Friction The Drinkery,"Party Restaurants / Lounge Bars, Small Function / Party Halls","Leisure Valley Sector 29, Delhi NCR ",,,₹850per plate,50-100,,+1 more
Sri Lambhodhara Mini Hall,Banquet Halls,Chennai ,,,₹300per plate,150-250,,+3 more
GRK PALACE PADI,"Banquet Halls, Venues With Rooms",Chennai ,,,₹800per plate,400-800,2,+3 more
Savera Hotel,Banquet Halls,"Mylapore, Chennai ",,7 reviews,"₹1,300per plate",600-750,,+2 more
Grand Padappai Residency - Marriage Hall,"Banquet Halls, 3 Star Hotels with Banquets",Chennai ,,,₹250per plate,250-250,22,+3 more
Madhura Murali Party Hall,"Banquet Halls, Small Function / Party Halls","Nanganallur, Chennai ",,,₹350per plate,100-150,,+2 more
Sri Partha A/C Mini Hall,"Banquet Halls, Marriage Garden / Lawns","Triplicane, Chennai ",,,₹800per plate,200-400,,+2 more
Hemaraj Bhavan,Banquet Halls,Chennai ,,,Price on Request,250-350,,+2 more
La Castle,Banquet Halls,"Anna Nagar, Chennai ",,,Price on Request,120-200,,+2 more
JG HALL,"Banquet Halls, Venues With Rooms",Chennai ,,,Price on Request,300-600,7,+3 more
Ummi Palace,"Banquet Halls, Venues With Rooms","Thirumullaivoyal, Chennai ",,,₹300per plate,550-850,5,+3 more
Ananda Hall,Banquet Halls,Chennai ,,,₹150per plate,175-300,,+2 more
Malola Mini Mahal,Banquet Halls,"Madipakkam, Chennai ",,,₹300per plate,180-300,,+2 more
VGS Party Hall,Banquet Halls,"Pallikaranai, Chennai ",,,₹250per plate,200-300,,+2 more
En Sesha Mahal,Banquet Halls,"Royapettah, Chennai ",4.5,1 review,"₹2,25,000per function",250-800,6,+4 more
K.P. Palace Garden,"Banquet Halls, 3 Star Hotels with Banquets",Chennai ,4.5,1 review,₹400per plate,1000-2200,15,+3 more
V.S.Mahal,Banquet Halls,Chennai ,,,"₹60,000per function",100-350,3,+4 more
Saaral Residency,"Banquet Halls, 3 Star Hotels with Banquets","Ambattur, Chennai ",,,Price on Request,250-350,22,+3 more
Sri Krishna Saras Hall,Banquet Halls,"Mylapore, Chennai ",,,₹350per plate,120-200,,+2 more
SP Paradise,"Banquet Halls, 3 Star Hotels with Banquets","Avadi, Chennai ",,,₹700per plate,200-300,18,+3 more
APR Hall,"Banquet Halls, Venues With Rooms",Chennai ,,,Price on Request,200-250,12,+3 more
"Poonam Hotel, Deccan Gymkhana","Banquet Halls, 3 Star Hotels with Banquets","Deccan Gymkhana, Pune ",,,₹400per plate,200-550,25,+3 more
Casuarina Resort Park- Kurunji,"Banquet Halls, Marriage Garden / Lawns",Pune ,,,₹500per plate,60-600,50,+3 more
Meritas Picaddle Resort,"Banquet Halls, Marriage Garden / Lawns",Pune ,,,₹999per plate,100-500,65,+3 more
Arohi Banquet Hall,Banquet Halls,Pune ,,,Price on Request,50-100,,+2 more
Hotel Bluewater,Banquet Halls,Pune ,,,₹550per plate,300-450,,+2 more
Suyog Party Hall,"Banquet Halls, Small Function / Party Halls","Hadapsar, Pune ",4.5,1 review,Price on Request,100-150,,+2 more
Datta Krushnai Mangal Karyalay,Marriage Garden / Lawns,"Sinhagad Road, Pune ",5.0,1 review,"₹75,000per function",1000-1500,,+3 more
Ashish Garden,Marriage Garden / Lawns,"Kothrud, Pune ",5.0,1 review,₹250per plate,300-400,,+2 more
Shree Ganesh Garden Mangal Karyalay,Marriage Garden / Lawns,Pune ,,,₹500per plate,1200-2000,,+2 more
Mantra Resort Pune,"Banquet Halls, Marriage Garden / Lawns",Pune ,4.5,2 reviews,"₹1,000per plate",100-1000,90,+2 more
City Palace Resort,"Banquet Halls, 3 Star Hotels with Banquets",Pune ,,,Price on Request,90-100,21,+3 more
Sky Venue Banquet,"Banquet Halls, Convention / Function Halls","Pimpri, Pune ",,,Price on Request,400-500,,+2 more
Cockatoo - The Fusion Bar and Eatery,Small Function / Party Halls,"Wakad, Pune ",,,₹650per plate,100-150,,+2 more
Aromi Lawn,Marriage Garden / Lawns,"Pashan, Pune ",5.0,1 review,₹300per plate,400-600,,+2 more
Regent Inn,"Banquet Halls, 3 Star Hotels with Banquets",Pune ,,,₹350per plate,100-150,25,+2 more
Prince Regency,"Banquet Halls, 3 Star Hotels with Banquets","Koregaon Park, Pune ",,,₹500per plate,50-100,19,+3 more
Toss Sports Lounge,"Party Restaurants / Lounge Bars, Small Function / Party Halls","Camp, Pune ",5.0,1 review,₹550per plate,40-60,,+2 more
Hotel Vyankatesh,"Banquet Halls, 3 Star Hotels with Banquets","Pimpri, Pune ",,,₹250per plate,125-200,20,+4 more
Effotel by Sayaji Sarola,"Banquet Halls, Marriage Garden / Lawns",Pune ,5.0,1 review,₹900per plate,350-2000,54,+3 more
Tanishq Banquets,"Banquet Halls, Convention / Function Halls",Pune ,,1 review,"₹45,000per function",250-500,,+3 more
Rk Palace,Banquet Halls,Lucknow ,,,Price on Request,250-300,,+2 more
V Square Restaurant & Banquet,Banquet Halls,"Ashiyana, Lucknow ",,,Price on Request,100-150,,+2 more
Hotel India Awadh,"Banquet Halls, 4 Star & Above Wedding Hotels","Hazratganj, Lucknow ",,1 review,₹800per plate,80-200,26,+3 more
Heritage Paradise,"Marriage Garden / Lawns, Small Function / Party Halls","Gomti Nagar, Lucknow ",,,₹400per plate,100-150,,+2 more
Sneh Utsav Palace,Marriage Garden / Lawns,Lucknow ,,,₹400per plate,1750-2500,,+2 more
Dayal Gateway,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,4.8,5 reviews,"₹1,500per plate",1000-3000,70,+4 more
Trinetrini Lawns,Marriage Garden / Lawns,Lucknow ,,,₹600per plate,1250-2000,,+2 more
Hans lawn,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹550per plate,,,+1 more
Hotel Rishabh & Banquet,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,,,₹600per plate,100-150,18,+3 more
Green Palace Marriage and Party Hall,"Banquet Halls, Marriage Garden / Lawns","Vrindavan Colony, Lucknow ",,,Rental Only,100-400,2,+3 more
Vaibhav Lawn,Marriage Garden / Lawns,"Gomti Nagar, Lucknow ",,,₹750per plate,400-450,,+2 more
Shri Tirupati Residency,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,,,Price on Request,100-150,12,+3 more
Hotel Jayati Oasis Inn,"Banquet Halls, 3 Star Hotels with Banquets",Lucknow ,,,₹650per plate,200-250,20,+3 more
Niru Banquets ,Banquet Halls,"Gomti Nagar, Lucknow ",,,₹700per plate,200-300,,+2 more
International Shri Vidya Resort,"Marriage Garden / Lawns, 3 Star Hotels with Banquets",Lucknow ,,,Price on Request,2000-3000,16,+3 more
The Madhuvan Inn,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,,,₹900per plate,50-1000,16,+3 more
The Revanta,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,5.0,1 review,"₹1,350per plate",80-800,50,+3 more
Thakur Utsav Lawn and Guest House,Marriage Garden / Lawns,Lucknow ,,,₹600per plate,500-800,,+2 more
The Peepal's Retreat,3 Star Hotels with Banquets,Lucknow ,,,"₹1,350per plate",200-400,9,+3 more
Atal Bihari Vajpayee Scientific Convention Centre,"Banquet Halls, Marriage Garden / Lawns",Lucknow ,5.0,1 review,₹550per plate,200-500,,+2 more
Hotel Indo Prime,"Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,,,₹650per plate,120-200,36,+3 more
Hotel Marc Inn,"Banquet Halls, 3 Star Hotels with Banquets","Vaishali Nagar, Jaipur ",,,₹500per plate,80-90,15,+4 more
Hotel The Jaipur Inn,"3 Star Hotels with Banquets, Venues With Rooms","Bani Park, Jaipur ",,,₹400per plate,75-120,20,+2 more
Shree Shyam Paradise,Marriage Garden / Lawns,"Kalwar Road, Jaipur ",,,₹600per plate,400-600,,+3 more
The Pankhudi Hotel,"3 Star Hotels with Banquets, Small Function / Party Halls",Jaipur ,,,₹450per plate,100-150,15,+3 more
"Jai Mahal Palace, Jaipur","4 Star & Above Wedding Hotels, Banquet Halls","Civil Lines, Jaipur ",4.5,21 reviews,"₹3,000per plate",250-3000,100,+4 more
Lords Inn Jaipur,"Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,,,₹850per plate,200-300,36,+3 more
Estate Paradiso Jaipur,"Marriage Garden / Lawns, 3 Star Hotels with Banquets",Jaipur ,,,"₹2,00,000per function",300-700,22,+4 more
Panigrah,Marriage Garden / Lawns,"Tonk Road, Jaipur ",,,₹600per plate,2000-3000,,+2 more
Parshuram Garden,Marriage Garden / Lawns,"Vidhyadhar Nagar, Jaipur ",,,₹400per plate,600-1500,,+2 more
Arg Resort And Marriage Palace,"Banquet Halls, Marriage Garden / Lawns",Jaipur ,,,"₹1,25,000per function",500-750,10,+4 more
Shree Balaji Marriage Garden,"Banquet Halls, Marriage Garden / Lawns","Bhankrota, Jaipur ",,2 reviews,₹500per plate,200-1000,,+2 more
JDA Community Centre,Marriage Garden / Lawns,Jaipur ,,,₹400per plate,800-1200,,+3 more
Angira Garden,Marriage Garden / Lawns,"Sanganer, Jaipur ",,,₹400per plate,1500-2500,,+3 more
Jai Niwas,"Banquet Halls, Marriage Garden / Lawns","Niwaru Road, Jaipur ",,,₹400per plate,250-700,,+2 more
Vishwakarma Recreation Club,"Banquet Halls, Marriage Garden / Lawns",Jaipur ,5.0,1 review,"₹85,000per function",280-1000,,+3 more
Rajlaxmi Hotel,"Banquet Halls, 3 Star Hotels with Banquets",Jaipur ,,,₹700per plate,180-220,11,+3 more
Junagarh Multicuisine Family Restaurant,"Banquet Halls, Marriage Garden / Lawns","Mansarovar, Jaipur ",,,₹450per plate,120-300,,+2 more
Dhula Garh,"Banquet Halls, Marriage Garden / Lawns",Jaipur ,5.0,1 review,"₹1,000per plate",80-200,15,+2 more
Vaanya Villa,Marriage Garden / Lawns,Jaipur ,,,"₹35,000per function",100-150,,+3 more
Hotel Jaggi Palace,"3 Star Hotels with Banquets, Small Function / Party Halls","Karol Bagh, Delhi NCR ",,,Price on Request,30-50,10,+3 more
Rahul Garden,Banquet Halls,"Gurgaon, Delhi NCR ",,,₹450per plate,500-700,,+2 more
Dream'S Banquet,Banquet Halls,"Surajkund, Delhi NCR ",,,₹600per plate,300-450,,+2 more
Hotel Crest Inn,"3 Star Hotels with Banquets, Small Function / Party Halls","Karol Bagh, Delhi NCR ",5.0,1 review,Price on Request,100-150,25,+3 more
Sunrise the Party Palace,Marriage Garden / Lawns,"Bakoli, Delhi NCR ",,,₹900per plate,2000-3000,,+3 more
Warehouse Cafe,Small Function / Party Halls,"Leisure Valley Sector 29, Delhi NCR ",,,₹750per plate,60-100,,+2 more
De Royale Banquet,Banquet Halls,"Najafgarh Road, Delhi NCR ",,,₹850per plate,200-300,,+2 more
Meelu Garden,"Banquet Halls, Marriage Garden / Lawns","Badarpur, Delhi NCR ",,,"₹51,000per function",,,+2 more
Roseberry Farm House,Marriage Garden / Lawns,"Chattarpur, Delhi NCR ",5.0,1 review,₹750per plate,1250-2000,,+2 more
Mithas Motel,"Marriage Garden / Lawns, Convention / Function Halls","Gt Karnal Road, Delhi NCR ",,1 review,"₹1,600per plate",1500-2500,,+2 more
Hotel Jairose Palace,"Banquet Halls, 3 Star Hotels with Banquets",Delhi NCR ,,,"₹1,200per plate",80-120,36,+4 more
Indian Grill Room,Small Function / Party Halls,"Sector 55, Delhi NCR ",,,₹700per plate,80-150,,+2 more
Radha Krishna Farm House,"Banquet Halls, Marriage Garden / Lawns","Noida, Delhi NCR ",,,₹800per plate,200-2000,,+2 more
Treehouse Queens Pearl Hotel Gurgaon,"4 Star & Above Wedding Hotels, Banquet Halls","NH8, Delhi NCR ",,2 reviews,"₹1,200per plate",80-150,42,+3 more
Lounge King,Small Function / Party Halls,"GTB Nagar, Delhi NCR ",,,₹650per plate,70-120,,+2 more
SanVi Prime Unitech Cyber Park Hotel,"Banquet Halls, 3 Star Hotels with Banquets","South City 1, Delhi NCR ",4.7,9 reviews,₹850per plate,100-150,40,+3 more
Golden Tulip,"Banquet Halls, Marriage Garden / Lawns","Leisure Valley Sector 29, Delhi NCR ",5.0,3 reviews,"₹1,950per plate",70-300,46,+3 more
Royal Garden,"Banquet Halls, Marriage Garden / Lawns","Surajkund, Delhi NCR ",,,"₹2,00,000per function",200-2000,,+3 more
Savoy Suites Greater Noida,3 Star Hotels with Banquets,Delhi NCR ,,,"₹1,600per plate",100-150,58,+3 more
Hotel Platinum Star,"Banquet Halls, 3 Star Hotels with Banquets","Civil Lines, Delhi NCR ",,,₹600per plate,75-100,26,+3 more
KSP Mahal,Banquet Halls,"Padi, Chennai ",,,₹200per plate,500-800,,+2 more
Kasi Vasandham Mahal,Banquet Halls,"Triplicane, Chennai ",,,₹300per plate,200-300,,+2 more
Sri Kuchalambal Kalyana Mahal,Banquet Halls,"Chetpet, Chennai ",,,₹500per plate,1000-1500,,+2 more
Ramanuja Koodam,Banquet Halls,"Triplicane, Chennai ",,,₹300per plate,200-300,,+2 more
Hotel Maris,"Banquet Halls, 3 Star Hotels with Banquets","Teynampet, Chennai ",,,Price on Request,200-250,70,+3 more
Yogeshwer Mini Hall,"Banquet Halls, Small Function / Party Halls","Kolathur, Chennai ",,,₹600per plate,100-150,,+2 more
Meenachi Mini Hall,"Banquet Halls, Small Function / Party Halls","Ambattur, Chennai ",,,₹300per plate,80-120,,+3 more
JSV Party Hall,Banquet Halls,"Pallavaram, Chennai ",,,₹350per plate,300-400,,+2 more
ECR SEA LOUNGE AND BANQUETS,"Banquet Halls, 3 Star Hotels with Banquets","Vettuvankeni, Chennai ",5.0,1 review,₹450per plate,50-150,15,+3 more
Kamar Arcade Party Hall,"Banquet Halls, 3 Star Hotels with Banquets",Chennai ,,1 review,₹700per plate,250-400,14,+3 more
VVV Community Hall,Banquet Halls,"Adambakkam, Chennai ",,,₹200per plate,800-900,,+2 more
The Whispering Waters,"Marriage Garden / Lawns, Wedding Farmhouses",Chennai ,,,Price on Request,600-800,4,+3 more
EVP Rajeswari Marriage Palace,"Banquet Halls, Marriage Garden / Lawns",Chennai ,4.8,6 reviews,Price on Request,400-3000,12,+3 more
Siva Sakthi Party Hall,Banquet Halls,"Thirumullaivoyal, Chennai ",,,Price on Request,120-200,,+2 more
Avadi Nadar Thirumana Maligai,"Banquet Halls, Kalyana Mandapams","Avadi, Chennai ",5.0,1 review,₹300per plate,275-450,,+2 more
Juhu Beach House ECR,Marriage Garden / Lawns,Chennai ,,,Price on Request,100-200,,+2 more
H Hotel,"Banquet Halls, 3 Star Hotels with Banquets",Chennai ,,,₹750per plate,120-200,30,+3 more
The Green Resorts,Marriage Garden / Lawns,Chennai ,5.0,1 review,Price on Request,400-500,,+2 more
Sri Vasudeva Thirumana Maaligai,"Banquet Halls, Venues With Rooms","Selaiyur, Chennai ",5.0,1 review,Price on Request,1000-1500,5,+3 more
